Mon May  3 17:11:59 2021    C:\Users\piyus\AppData\Local\Programs\Python\Python38\output.prof

         193221 function calls (189531 primitive calls) in 0.593 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\tseries\frequencies.py:279(hour_deltas)
        3    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\tseries\frequencies.py:416(_is_multiple)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\tseries\frequencies.py:420(_maybe_add_count)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\tseries\frequencies.py:489(is_superperiod)
        2    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\tseries\frequencies.py:547(_maybe_coerce_freq)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\tseries\frequencies.py:572(_is_annual)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\tseries\frequencies.py:577(_is_quarterly)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\tseries\frequencies.py:582(_is_monthly)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\tseries\frequencies.py:587(_is_weekly)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\_ranges.py:13(generate_regular_range)
       24    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:381(<genexpr>)
    64/35    0.001    0.000    0.005    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:250(__new__)
       23    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:425(_simple_new)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:508(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:503(_get_attributes_dict)
        4    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:510(_shallow_copy)
       10    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:532(is_)
       48    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:563(_reset_identity)
       10    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:581(<lambda>)
        9    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:574(_engine)
      106    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:600(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:606(__array__)
        4    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:623(dtype)
        5    0.000    0.000    0.008    0.002 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:742(take)
        5    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:756(_maybe_disallow_fill)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:826(copy)
       70    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1232(name)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1250(_validate_names)
        3    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1281(_get_names)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1284(_set_names)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1313(set_names)
        4    0.000    0.000    0.001    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1688(is_monotonic)
        6    0.002    0.000    0.002    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1696(is_monotonic_increasing)
        5    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1764(is_unique)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1803(is_boolean)
       13    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1875(is_floating)
        4    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:2127(inferred_type)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:2134(_is_all_dates)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:2360(unique)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:2636(_validate_sort_keyword)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:2773(_wrap_setop_result)
        1    0.000    0.000    0.001    0.001 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:2791(intersection)
        1    0.000    0.000    0.001    0.001 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:2843(_intersection)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:3020(_assert_can_do_setop)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:3025(_convert_can_do_setop)
       13    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:3036(get_loc)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:3142(get_indexer)
       33    0.000    0.000    0.001    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4070(_values)
        6    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4096(_get_engine_target)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4175(_coerce_scalar_to_index)
       26    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4230(__contains__)
       27    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4279(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4393(equals)
       32    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4485(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4472(identical)
        2    0.000    0.000    0.003    0.001 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4749(argsort)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5011(_maybe_promote)
       13    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5287(_maybe_cast_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5544(insert)
       23    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5836(ensure_index)
       97    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5953(maybe_extract_name)
       17    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5969(_maybe_cast_with_dtype)
       16    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:6023(_maybe_cast_data_without_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:6094(_try_convert_to_int_array)
       18    0.000    0.000    0.001    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:6137(_maybe_asobject)
       32    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\sparse\dtype.py:187(construct_from_string)
        2    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\frozen.py:66(__getitem__)
       26    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\flags.py:47(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\flags.py:51(allows_duplicate_labels)
       23    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\flags.py:83(allows_duplicate_labels)
       16    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\groupby\generic.py:160(_iterate_slices)
        8    0.000    0.000    0.037    0.005 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\groupby\generic.py:223(aggregate)
        8    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\groupby\generic.py:349(<dictcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\groupby\generic.py:350(<genexpr>)
        8    0.000    0.000    0.003    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\groupby\generic.py:325(_wrap_series_output)
        8    0.000    0.000    0.005    0.001 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\groupby\generic.py:366(_wrap_aggregated_output)
        8    0.000    0.000    0.001    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\groupby\generic.py:1528(__getitem__)
        8    0.000    0.000    0.001    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\groupby\generic.py:1544(_gotitem)
        1    0.000    0.000    0.041    0.041 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\aggregation.py:549(aggregate)
        8    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\aggregation.py:711(<lambda>)
        9    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\aggregation.py:721(<genexpr>)
        1    0.000    0.000    0.038    0.038 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\aggregation.py:768(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\aggregation.py:774(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\aggregation.py:778(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\aggregation.py:782(<dictcomp>)
        1    0.000    0.000    0.041    0.041 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\aggregation.py:691(agg_dict_like)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\api.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\api.py:65(get_objs_combined_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\api.py:95(_get_distinct_objs)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\api.py:109(_get_combined_index)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\extension.py:49(cached)
      167    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\extension.py:58(fget)
        3    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\extension.py:216(_shallow_copy)
        2    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\extension.py:237(__getitem__)
       16    0.000    0.000    0.003    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\extension.py:310(astype)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\extension.py:322(_isnan)
        4    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\extension.py:345(_get_engine_target)
       21    0.000    0.000    0.002    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\datetimes.py:282(__new__)
        1    0.000    0.000    0.003    0.003 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\datetimes.py:744(_get_string_slice)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\datetimes.py:919(date_range)
       25    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\datetimelike.py:107(_simple_new)
        8    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\datetimelike.py:126(_is_all_dates)
        8    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\datetimelike.py:154(equals)
        2    0.000    0.000    0.005    0.002 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\datetimelike.py:201(take)
        1    0.000    0.000    0.001    0.001 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\datetimelike.py:234(min)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\datetimelike.py:291(max)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\numeric.py:47(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\numeric.py:78(_validate_dtype)
       12    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\numeric.py:164(_is_all_dates)
        1    0.000    0.000    0.001    0.001 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:152(_data)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:207(start)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:230(stop)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:253(step)
        2    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:395(_shallow_copy)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:474(equals)
       11    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:747(__len__)
        3    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:482(_constructor)
        4    0.000    0.000    0.002    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:502(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:1158(__len__)
       11    0.000    0.000    0.001    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:2987(__getitem__)
        2    0.000    0.000    0.020    0.010 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:3147(__setitem__)
        2    0.000    0.000    0.017    0.008 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:3231(_set_item)
        2    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:3284(_ensure_valid_index)
       11    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:3306(_box_col_values)
        1    0.000    0.000    0.001    0.001 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:3853(reindexer)
        2    0.000    0.000    0.002    0.001 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:3833(_sanitize_column)
       26    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:188(__init__)
       22    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:227(attrs)
       53    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:248(flags)
        2    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:340(_validate_dtype)
        8    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:453(<dictcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:424(_construct_axes_from_arguments)
       37    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:456(_get_axis_number)
       16    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:470(_get_axis)
        3    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:476(_get_block_manager_axis)
       13    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:545(_info_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:569(ndim)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:668(_set_axis)
        8    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:1836(__contains__)
       11    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3409(_set_as_cached)
        2    0.000    0.000    0.011    0.005 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3485(_clear_item_cache)
        2    0.000    0.000    0.049    0.024 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3492(take)
       11    0.000    0.000    0.001    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3783(_get_item_cache)
        1    0.000    0.000    0.014    0.014 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3820(_iset_item)
        2    0.000    0.000    0.015    0.007 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3824(_set_item)
        2    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3863(_check_setitem_copy)
       16    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:4797(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:4564(reindex)
        9    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5442(<genexpr>)
       23    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5411(__finalize__)
       22    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5449(__getattr__)
       63    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5467(__setattr__)
       19    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5522(_protect_consolidate)
       18    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5538(f)
       18    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5534(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5553(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5543(_consolidate)
        1    0.000    0.000    0.065    0.065 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:7983(resample)
       33    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:127(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:147(_maybe_coerce_values)
       33    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:161(_check_ndim)
        2    0.000    0.000    0.003    0.002 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexing.py:2204(convert_to_index_sliceable)
       37    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:233(internal_values)
        6    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:261(fill_value)
       56    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:265(mgr_locs)
       34    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:269(mgr_locs)
       19    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:288(make_block_same_class)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:308(__len__)
        4    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:343(shape)
       74    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:347(dtype)
        9    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:351(iget)
        1    0.000    0.000    0.003    0.003 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:365(delete)
        1    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:719(should_store)
        8    0.000    0.000    0.040    0.005 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:1378(take_nd)
        3    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:132(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\piyus\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:2161(_holder)
